"ID Cliente","Zona","País","Tipo de producto","Canal de venta","Prioridad","Fecha pedido","Unidades","Precio Unitario","Coste unitario","Importe venta total","Importe Coste total","Año","Mes"
"C3999","Norteamérica","Canada","Cereales","Online","Media","4/20/2021","1212","  205.70 € ","  117.11 € ","  249,308.40 € ","  141,937.32 € ","2021","4"
"C9689","Africa","Qatar","Cárnicos","Offline","Media","2/4/2021","8088","  421.89 € ","  364.69 € ","  3,412,246.32 € ","  2,949,612.72 € ","2021","2"
"C8691","europa","Malta","Verduras","Offline","Baja","11/24/2020","5889","  154.06 € ","  90.93 € ","  907,259.34 € ","  535,486.77 € ","2020","11"
"C7020","Africa","Bahrain","Verduras","Online","Crítica","7/19/2020","4773","  154.06 € ","  90.93 € ","  735,328.38 € ","  434,008.89 € ","2020","7"
"C2395","Africa","Zambia","Frutas","Offline","Baja","9/19/2021","1935","  9.33 € ","  6.92 € ","  18,053.55 € ","  13,390.20 € ","2021","9"
"C6739","Asia","Bangladesh","Ropa","Online","Crítica","10/5/2020","6598","  109.28 € ","  35.84 € ","  721,029.44 € ","  236,472.32 € ","2020","10"
"C5678","Africa","Egypt","Cárnicos","Offline","Media","8/1/2021","5017","  421.89 € ","  364.69 € ","  2,116,622.13 € ","  1,829,649.73 € ","2021","8"
"C8039","Asia","Japan","Ropa","Online","Crítica","10/9/2022","5477","  109.28 € ","  35.84 € ","  598,526.56 € ","  196,295.68 € ","2022","10"
"C5355","Centroamérica y Caribe","Jamaica","Cosméticos","Offline","Media","11/21/2021","3296","  437.20 € ","  263.33 € ","  1,441,011.20 € ","  867,935.68 € ","2021","11"
"C3361","Africa","Namibia","Alimento infantil","Online","Media","8/14/2022","5823","  255.28 € ","  159.42 € ","  1,486,495.44 € ","  928,302.66 € ","2022","8"
"C8494","Australia y Oceanía","Federated States of Micronesia","Cárnicos","Offline","Crítica","11/21/2021","7438","  421.89 € ","  364.69 € ","  3,138,017.82 € ","  2,712,564.22 € ","2021","11"
"C5396","Africa","Iran","Ropa","Offline","Media","10/6/2022","4552","  109.28 € ","  35.84 € ","  497,442.56 € ","  163,143.68 € ","2022","10"
"C6411","Asia","Malaysia","Cereales","Online","Alta","7/20/2021","606","  205.70 € ","  117.11 € ","  124,654.20 € ","  70,968.66 € ","2021","7"
"C2086","Asia","Tajikistan","Verduras","Offline","Crítica","9/4/2020","1076","  154.06 € ","  90.93 € ","  165,768.56 € ","  97,840.68 € ","2020","9"
"C1671","Africa","Iran","Cárnicos","Offline","Alta","7/20/2021","8465","  421.89 € ","  364.69 € ","  3,571,298.85 € ","  3,087,100.85 € ","2021","7"
"C1621","Australia y Oceanía","Samoa ","Cárnicos","Online","Crítica","4/3/2020","7311","  421.89 € ","  364.69 € ","  3,084,437.79 € ","  2,666,248.59 € ","2020","4"
"C8092","Africa","Botswana","Cosméticos","Online","Crítica","6/5/2020","9179","  437.20 € ","  263.33 € ","  4,013,058.80 € ","  2,417,106.07 € ","2020","6"
"C5444","europa","Austria","Alimento infantil","Online","Crítica","5/22/2020","7669","  255.28 € ","  159.42 € ","  1,957,742.32 € ","  1,222,591.98 € ","2020","5"
"C5740","Africa","Syria","Bebida","Online","Alta","4/17/2020","3411","  47.45 € ","  31.79 € ","  161,851.95 € ","  108,435.69 € ","2020","4"
"C8246","Africa","Senegal","Frutas","Online","Crítica","9/10/2020","9066","  9.33 € ","  6.92 € ","  84,585.78 € ","  62,736.72 € ","2020","9"
"C3931","Africa","Mauritius ","Cuidado personal","Offline","Media","2/11/2021","4326","  81.73 € ","  56.67 € ","  353,563.98 € ","  245,154.42 € ","2021","2"
"C6968","Africa","Cote d'Ivoire","Frutas","Online","Alta","6/28/2021","915","  9.33 € ","  6.92 € ","  8,536.95 € ","  6,331.80 € ","2021","6"
"C5232","Centroamérica y Caribe","Belize","Ropa","Offline","Alta","9/18/2020","7588","  109.28 € ","  35.84 € ","  829,216.64 € ","  271,953.92 € ","2020","9"
"C9802","Africa","Morocco","Cereales","Offline","Baja","12/15/2020","5131","  205.70 € ","  117.11 € ","  1,055,446.70 € ","  600,891.41 € ","2020","12"
"C5459","Australia y Oceanía","Australia","Doméstico","Online","Baja","6/27/2020","1361","  668.27 € ","  502.54 € ","  909,515.47 € ","  683,956.94 € ","2020","6"
"C9188","Africa","Senegal","Verduras","Online","Baja","11/5/2020","6127","  154.06 € ","  90.93 € ","  943,925.62 € ","  557,128.11 € ","2020","11"
"C2678","Centroamérica y Caribe","Antigua and Barbuda ","Verduras","Offline","Alta","7/18/2022","6308","  154.06 € ","  90.93 € ","  971,810.48 € ","  573,586.44 € ","2022","7"
"C8819","europa","Poland","Material de oficina","Online","Alta","10/8/2020","817","  651.21 € ","  524.96 € ","  532,038.57 € ","  428,892.32 € ","2020","10"
"C6206","europa","Kosovo","Cuidado personal","Online","Crítica","2/17/2021","5595","  81.73 € ","  56.67 € ","  457,279.35 € ","  317,068.65 € ","2021","2"
"C5636","Asia","Malaysia","Cárnicos","Online","Media","1/19/2021","8616","  421.89 € ","  364.69 € ","  3,635,004.24 € ","  3,142,169.04 € ","2021","1"
"C9610","Centroamérica y Caribe","Guatemala","Bebida","Online","Alta","8/26/2022","4885","  47.45 € ","  31.79 € ","  231,793.25 € ","  155,294.15 € ","2022","8"
"C7831","Australia y Oceanía","Vanuatu","Material de oficina","Online","Baja","9/24/2022","1437","  651.21 € ","  524.96 € ","  935,788.77 € ","  754,367.52 € ","2022","9"
"C8705","Centroamérica y Caribe","Nicaragua","Cuidado personal","Online","Alta","10/13/2022","2341","  81.73 € ","  56.67 € ","  191,329.93 € ","  132,664.47 € ","2022","10"
"C7844","Africa","Lesotho","Snacks","Offline","Media","11/3/2021","3695","  152.58 € ","  97.44 € ","  563,783.10 € ","  360,040.80 € ","2021","11"
"C1559","Asia","Turkmenistan","Doméstico","Offline","Crítica","10/10/2020","8629","  668.27 € ","  502.54 € ","  5,766,501.83 € ","  4,336,417.66 € ","2020","10"
"C9367","Africa","Saudi Arabia","Cosméticos","Offline","Crítica","11/7/2020","2304","  437.20 € ","  263.33 € ","  1,007,308.80 € ","  606,712.32 € ","2020","11"
"C6487","Asia","Japan","Snacks","Online","Media","4/24/2022","6912","  152.58 € ","  97.44 € ","  1,054,632.96 € ","  673,505.28 € ","2022","4"
"C9341","europa","Latvia","Doméstico","Online","Crítica","2/1/2020","6678","  668.27 € ","  502.54 € ","  4,462,707.06 € ","  3,355,962.12 € ","2020","2"
"C8055","Norteamérica","Greenland","Ropa","Online","Crítica","5/11/2022","2855","  109.28 € ","  35.84 € ","  311,994.40 € ","  102,323.20 € ","2022","5"
"C6958","Centroamérica y Caribe","Costa Rica","Cereales","Online","Alta","7/30/2020","8730","  205.70 € ","  117.11 € ","  1,795,761.00 € ","  1,022,370.30 € ","2020","7"
"C2082","Asia","Japan","Cuidado personal","Offline","Baja","4/24/2022","4621","  81.73 € ","  56.67 € ","  377,674.33 € ","  261,872.07 € ","2022","4"
"C3660","europa","Cyprus","Cereales","Offline","Crítica","3/25/2021","2875","  205.70 € ","  117.11 € ","  591,387.50 € ","  336,691.25 € ","2021","3"
"C4632","Africa","Pakistan","Cárnicos","Online","Baja","6/3/2021","2874","  421.89 € ","  364.69 € ","  1,212,511.86 € ","  1,048,119.06 € ","2021","6"
"C3137","europa","Monaco","Cosméticos","Online","Media","8/25/2021","6028","  437.20 € ","  263.33 € ","  2,635,441.60 € ","  1,587,353.24 € ","2021","8"
"C7022","Asia","China","Cereales","Offline","Crítica","7/6/2022","779","  205.70 € ","  117.11 € ","  160,240.30 € ","  91,228.69 € ","2022","7"
"C2332","Australia y Oceanía","New Zealand","Cárnicos","Online","Alta","2/26/2022","7601","  421.89 € ","  364.69 € ","  3,206,785.89 € ","  2,772,008.69 € ","2022","2"
"C2818","Centroamérica y Caribe","Guatemala","Alimento infantil","Offline","Baja","7/20/2020","3999","  255.28 € ","  159.42 € ","  1,020,864.72 € ","  637,520.58 € ","2020","7"
"C9435","Africa","Libya","Snacks","Online","Media","12/6/2020","9509","  152.58 € ","  97.44 € ","  1,450,883.22 € ","  926,556.96 € ","2020","12"
"C5838","europa","Liechtenstein","Cárnicos","Offline","Media","8/24/2022","699","  421.89 € ","  364.69 € ","  294,901.11 € ","  254,918.31 € ","2022","8"
"C7888","Africa","Democratic Republic of the Congo","Alimento infantil","Online","Alta","8/3/2022","6167","  255.28 € ","  159.42 € ","  1,574,311.76 € ","  983,143.14 € ","2022","8"
"C5147","Asia","Mongolia","Cuidado personal","Online","Crítica","5/4/2022","1543","  81.73 € ","  56.67 € ","  126,109.39 € ","  87,441.81 € ","2022","5"
"C1382","europa","Bosnia and Herzegovina","Frutas","Offline","Media","1/7/2021","4487","  9.33 € ","  6.92 € ","  41,863.71 € ","  31,050.04 € ","2021","1"
"C1062","Centroamérica y Caribe","Cuba","Cereales","Online","Crítica","6/13/2022","9694","  205.70 € ","  117.11 € ","  1,994,055.80 € ","  1,135,264.34 € ","2022","6"
"C4859","Asia","Bhutan","Snacks","Offline","Media","4/6/2022","3885","  152.58 € ","  97.44 € ","  592,773.30 € ","  378,554.40 € ","2022","4"
"C5149","Asia","Laos","Material de oficina","Online","Alta","10/18/2020","817","  651.21 € ","  524.96 € ","  532,038.57 € ","  428,892.32 € ","2020","10"
"C8510","Asia","Turkmenistan","Cuidado personal","Online","Baja","8/23/2021","6275","  81.73 € ","  56.67 € ","  512,855.75 € ","  355,604.25 € ","2021","8"
"C4224","Australia y Oceanía","Papua New Guinea","Alimento infantil","Offline","Baja","8/24/2021","3076","  255.28 € ","  159.42 € ","  785,241.28 € ","  490,375.92 € ","2021","8"
"C4776","Africa","Qatar","Cosméticos","Offline","Alta","11/29/2020","6069","  437.20 € ","  263.33 € ","  2,653,366.80 € ","  1,598,149.77 € ","2020","11"
"C5355","Australia y Oceanía","Palau","Ropa","Online","Baja","5/19/2021","7135","  109.28 € ","  35.84 € ","  779,712.80 € ","  255,718.40 € ","2021","5"
"C6350","Asia","Philippines","Cereales","Online","Baja","7/15/2022","184","  205.70 € ","  117.11 € ","  37,848.80 € ","  21,548.24 € ","2022","7"
"C8856","Australia y Oceanía","Papua New Guinea","Cárnicos","Offline","Baja","10/31/2022","6158","  421.89 € ","  364.69 € ","  2,597,998.62 € ","  2,245,761.02 € ","2022","10"
"C1172","Africa","Liberia","Verduras","Offline","Baja","2/14/2021","8031","  154.06 € ","  90.93 € ","  1,237,255.86 € ","  730,258.83 € ","2021","2"
"C8296","Africa","Iran","Ropa","Offline","Alta","12/16/2020","5809","  109.28 € ","  35.84 € ","  634,807.52 € ","  208,194.56 € ","2020","12"
"C6433","Centroamérica y Caribe","Guatemala","Bebida","Offline","Crítica","7/28/2020","1527","  47.45 € ","  31.79 € ","  72,456.15 € ","  48,543.33 € ","2020","7"
"C8490","Australia y Oceanía","Tuvalu","Snacks","Offline","Baja","1/9/2020","4252","  152.58 € ","  97.44 € ","  648,770.16 € ","  414,314.88 € ","2020","1"
"C5576","Asia","Philippines","Material de oficina","Offline","Baja","8/19/2022","5083","  651.21 € ","  524.96 € ","  3,310,100.43 € ","  2,668,371.68 € ","2022","8"
"C7505","Asia","Singapore","Ropa","Offline","Crítica","2/15/2022","2151","  109.28 € ","  35.84 € ","  235,061.28 € ","  77,091.84 € ","2022","2"
"C2292","Asia","Laos","Verduras","Online","Media","3/13/2021","5616","  154.06 € ","  90.93 € ","  865,200.96 € ","  510,662.88 € ","2021","3"
"C5656","europa","Montenegro","Frutas","Offline","Alta","7/10/2021","2671","  9.33 € ","  6.92 € ","  24,920.43 € ","  18,483.32 € ","2021","7"
"C2521","Centroamérica y Caribe","Barbados","Snacks","Offline","Media","4/23/2022","2538","  152.58 € ","  97.44 € ","  387,248.04 € ","  247,302.72 € ","2022","4"
"C5511","Africa","Egypt","Snacks","Offline","Alta","10/1/2021","1474","  152.58 € ","  97.44 € ","  224,902.92 € ","  143,626.56 € ","2021","10"
"C5456","Africa","Sudan","Doméstico","Offline","Crítica","4/16/2021","7765","  668.27 € ","  502.54 € ","  5,189,116.55 € ","  3,902,223.10 € ","2021","4"
"C2886","Africa","Democratic Republic of the Congo","Snacks","Offline","Baja","5/7/2021","6727","  152.58 € ","  97.44 € ","  1,026,405.66 € ","  655,478.88 € ","2021","5"
"C3537","Centroamérica y Caribe","Cuba","Cuidado personal","Online","Baja","9/30/2022","5709","  81.73 € ","  56.67 € ","  466,596.57 € ","  323,529.03 € ","2022","9"
"C4847","Africa","Ghana","Frutas","Offline","Media","6/5/2022","9091","  9.33 € ","  6.92 € ","  84,819.03 € ","  62,909.72 € ","2022","6"
"C9457","europa","Poland","Bebida","Online","Media","7/30/2020","3285","  47.45 € ","  31.79 € ","  155,873.25 € ","  104,430.15 € ","2020","7"
"C2711","Africa","Saudi Arabia","Bebida","Offline","Baja","2/2/2022","1732","  47.45 € ","  31.79 € ","  82,183.40 € ","  55,060.28 € ","2022","2"
"C2156","Centroamérica y Caribe","Barbados","Alimento infantil","Offline","Baja","10/26/2020","9907","  255.28 € ","  159.42 € ","  2,529,058.96 € ","  1,579,373.94 € ","2020","10"
"C8044","europa","Bosnia and Herzegovina","Frutas","Online","Alta","1/9/2021","314","  9.33 € ","  6.92 € ","  2,929.62 € ","  2,172.88 € ","2021","1"
"C7827","Africa","Lebanon","Cárnicos","Online","Media","8/26/2021","7489","  421.89 € ","  364.69 € ","  3,159,534.21 € ","  2,731,163.41 € ","2021","8"
"C7662","europa","Latvia","Doméstico","Offline","Crítica","8/15/2020","3000","  668.27 € ","  502.54 € ","  2,004,810.00 € ","  1,507,620.00 € ","2020","8"
"C9909","Australia y Oceanía","Australia","Frutas","Online","Media","12/21/2021","445","  9.33 € ","  6.92 € ","  4,151.85 € ","  3,079.40 € ","2021","12"
"C8632","Africa","Jordan","Cereales","Online","Media","2/20/2020","455","  205.70 € ","  117.11 € ","  93,593.50 € ","  53,285.05 € ","2020","2"
"C3096","europa","United Kingdom","Cuidado personal","Offline","Media","5/22/2021","5690","  81.73 € ","  56.67 € ","  465,043.70 € ","  322,452.30 € ","2021","5"
"C2270","Centroamérica y Caribe","Haiti","Verduras","Offline","Baja","5/24/2022","5843","  154.06 € ","  90.93 € ","  900,172.58 € ","  531,303.99 € ","2022","5"
"C2328","Asia","South Korea","Cuidado personal","Online","Crítica","3/23/2020","2637","  81.73 € ","  56.67 € ","  215,522.01 € ","  149,438.79 € ","2020","3"
"C9143","Africa","Niger","Bebida","Online","Crítica","5/10/2022","4827","  47.45 € ","  31.79 € ","  229,041.15 € ","  153,450.33 € ","2022","5"
"C6796","Africa","Mozambique","Verduras","Online","Crítica","5/17/2022","3200","  154.06 € ","  90.93 € ","  492,992.00 € ","  290,976.00 € ","2022","5"
"C7067","europa","Armenia","Cereales","Online","Baja","6/2/2021","5572","  205.70 € ","  117.11 € ","  1,146,160.40 € ","  652,536.92 € ","2021","6"
"C8942","europa","Iceland","Frutas","Online","Media","1/8/2021","1793","  9.33 € ","  6.92 € ","  16,728.69 € ","  12,407.56 € ","2021","1"
"C3109","Centroamérica y Caribe","Panama","Bebida","Online","Baja","9/10/2021","8743","  47.45 € ","  31.79 € ","  414,855.35 € ","  277,939.97 € ","2021","9"
"C3458","europa","Switzerland","Bebida","Offline","Baja","6/27/2021","5331","  47.45 € ","  31.79 € ","  252,955.95 € ","  169,472.49 € ","2021","6"
"C6585","Africa","Mauritius ","Frutas","Online","Alta","4/15/2020","7502","  9.33 € ","  6.92 € ","  69,993.66 € ","  51,913.84 € ","2020","4"
"C5285","europa","Andorra","Material de oficina","Online","Media","3/28/2021","3228","  651.21 € ","  524.96 € ","  2,102,105.88 € ","  1,694,570.88 € ","2021","3"
"C2060","Asia","Bangladesh","Material de oficina","Online","Alta","9/28/2020","7514","  651.21 € ","  524.96 € ","  4,893,191.94 € ","  3,944,549.44 € ","2020","9"
"C4614","Australia y Oceanía","Tonga","Ropa","Online","Baja","4/25/2021","7397","  109.28 € ","  35.84 € ","  808,344.16 € ","  265,108.48 € ","2021","4"
"C3353","Centroamérica y Caribe","Jamaica","Bebida","Online","Alta","8/4/2021","6944","  47.45 € ","  31.79 € ","  329,492.80 € ","  220,749.76 € ","2021","8"
"C2887","Africa","Israel","Verduras","Online","Media","8/10/2020","2253","  154.06 € ","  90.93 € ","  347,097.18 € ","  204,865.29 € ","2020","8"
"C8529","europa","France","Cuidado personal","Offline","Crítica","2/3/2022","6454","  81.73 € ","  56.67 € ","  527,485.42 € ","  365,748.18 € ","2022","2"
"C3795","Africa","Benin","Snacks","Offline","Crítica","8/3/2021","4709","  152.58 € ","  97.44 € ","  718,499.22 € ","  458,844.96 € ","2021","8"
"C8904","Asia","Philippines","Verduras","Offline","Media","3/16/2022","9210","  154.06 € ","  90.93 € ","  1,418,892.60 € ","  837,465.30 € ","2022","3"
"C4279","europa","Slovakia","Frutas","Offline","Alta","9/21/2021","4180","  9.33 € ","  6.92 € ","  38,999.40 € ","  28,925.60 € ","2021","9"
"C7045","Asia","Laos","Doméstico","Offline","Alta","8/13/2022","875","  668.27 € ","  502.54 € ","  584,736.25 € ","  439,722.50 € ","2022","8"
"C3531","Australia y Oceanía","Nauru","Cárnicos","Online","Crítica","1/16/2022","2580","  421.89 € ","  364.69 € ","  1,088,476.20 € ","  940,900.20 € ","2022","1"
"C7768","Africa","Benin","Snacks","Online","Media","11/9/2021","9614","  152.58 € ","  97.44 € ","  1,466,904.12 € ","  936,788.16 € ","2021","11"
"C2992","Centroamérica y Caribe","Guatemala","Verduras","Online","Crítica","6/14/2021","4323","  154.06 € ","  90.93 € ","  666,001.38 € ","  393,090.39 € ","2021","6"
"C9141","Centroamérica y Caribe","Belize","Snacks","Online","Alta","1/17/2022","6090","  152.58 € ","  97.44 € ","  929,212.20 € ","  593,409.60 € ","2022","1"
"C6354","Africa","Tunisia ","Alimento infantil","Offline","Crítica","5/30/2022","6323","  255.28 € ","  159.42 € ","  1,614,135.44 € ","  1,008,012.66 € ","2022","5"
"C2478","Africa","Republic of the Congo","Cárnicos","Offline","Alta","4/13/2020","3467","  421.89 € ","  364.69 € ","  1,462,692.63 € ","  1,264,380.23 € ","2020","4"
"C1559","Australia y Oceanía","Kiribati","Ropa","Offline","Baja","5/21/2022","7994","  109.28 € ","  35.84 € ","  873,584.32 € ","  286,504.96 € ","2022","5"
"C8347","europa","Albania","Verduras","Offline","Baja","2/11/2020","7410","  154.06 € ","  90.93 € ","  1,141,584.60 € ","  673,791.30 € ","2020","2"
"C5796","Australia y Oceanía","Palau","Cárnicos","Online","Baja","6/2/2022","1250","  421.89 € ","  364.69 € ","  527,362.50 € ","  455,862.50 € ","2022","6"
"C4564","Africa","Angola","Cuidado personal","Online","Alta","1/27/2020","6083","  81.73 € ","  56.67 € ","  497,163.59 € ","  344,723.61 € ","2020","1"
"C2509","Africa","Swaziland","Snacks","Offline","Media","5/27/2021","505","  152.58 € ","  97.44 € ","  77,052.90 € ","  49,207.20 € ","2021","5"
"C7195","Centroamérica y Caribe","Barbados","Verduras","Online","Baja","4/9/2022","149","  154.06 € ","  90.93 € ","  22,954.94 € ","  13,548.57 € ","2022","4"
"C4388","europa","Sweden","Cosméticos","Online","Crítica","10/20/2021","2674","  437.20 € ","  263.33 € ","  1,169,072.80 € ","  704,144.42 € ","2021","10"
"C7557","Africa","Zambia","Verduras","Online","Crítica","12/15/2020","2773","  154.06 € ","  90.93 € ","  427,208.38 € ","  252,148.89 € ","2020","12"
"C8375","Africa","Sierra Leone","Ropa","Online","Crítica","2/1/2021","7169","  109.28 € ","  35.84 € ","  783,428.32 € ","  256,936.96 € ","2021","2"
"C8216","Africa","Sierra Leone","Cosméticos","Offline","Media","7/12/2022","9619","  437.20 € ","  263.33 € ","  4,205,426.80 € ","  2,532,971.27 € ","2022","7"
"C4660","europa","Andorra","Verduras","Online","Media","4/17/2020","5906","  154.06 € ","  90.93 € ","  909,878.36 € ","  537,032.58 € ","2020","4"
"C4989","Africa","Seychelles ","Alimento infantil","Offline","Media","8/31/2022","8850","  255.28 € ","  159.42 € ","  2,259,228.00 € ","  1,410,867.00 € ","2022","8"
"C3687","europa","Andorra","Doméstico","Online","Baja","3/5/2021","3299","  668.27 € ","  502.54 € ","  2,204,622.73 € ","  1,657,879.46 € ","2021","3"
"C4942","Centroamérica y Caribe","Costa Rica","Bebida","Offline","Baja","8/15/2020","1132","  47.45 € ","  31.79 € ","  53,713.40 € ","  35,986.28 € ","2020","8"
"C9145","Africa","Burundi","Cosméticos","Offline","Baja","6/25/2020","6261","  437.20 € ","  263.33 € ","  2,737,309.20 € ","  1,648,709.13 € ","2020","6"
"C8391","Australia y Oceanía","Fiji","Ropa","Online","Media","1/28/2022","9627","  109.28 € ","  35.84 € ","  1,052,038.56 € ","  345,031.68 € ","2022","1"
"C8977","Norteamérica","Canada","Bebida","Online","Media","5/26/2021","4206","  47.45 € ","  31.79 € ","  199,574.70 € ","  133,708.74 € ","2021","5"
"C8903","Asia","Philippines","Bebida","Offline","Crítica","12/30/2021","1","  47.45 € ","  31.79 € ","  47.45 € ","  31.79 € ","2021","12"
"C2373","Asia","Turkmenistan","Snacks","Offline","Baja","2/7/2022","9049","  152.58 € ","  97.44 € ","  1,380,696.42 € ","  881,734.56 € ","2022","2"
"C2294","europa","Ukraine","Ropa","Online","Alta","10/11/2021","417","  109.28 € ","  35.84 € ","  45,569.76 € ","  14,945.28 € ","2021","10"
"C8776","Asia","Indonesia","Cuidado personal","Online","Media","6/28/2021","5203","  81.73 € ","  56.67 € ","  425,241.19 € ","  294,854.01 € ","2021","6"
"C4631","Africa","Sao Tome and Principe","Verduras","Offline","Baja","9/2/2020","1539","  154.06 € ","  90.93 € ","  237,098.34 € ","  139,941.27 € ","2020","9"
"C4876","Asia","Indonesia","Cuidado personal","Online","Crítica","1/10/2022","9584","  81.73 € ","  56.67 € ","  783,300.32 € ","  543,125.28 € ","2022","1"
"C7230","Asia","India","Verduras","Online","Crítica","7/3/2021","6531","  154.06 € ","  90.93 € ","  1,006,165.86 € ","  593,863.83 € ","2021","7"
"C5615","Africa","Israel","Alimento infantil","Online","Media","3/6/2021","1604","  255.28 € ","  159.42 € ","  409,469.12 € ","  255,709.68 € ","2021","3"
"C3657","Africa","Qatar","Verduras","Online","Alta","2/4/2022","1057","  154.06 € ","  90.93 € ","  162,841.42 € ","  96,113.01 € ","2022","2"
"C1184","Africa","Liberia","Doméstico","Offline","Alta","11/4/2022","3178","  668.27 € ","  502.54 € ","  2,123,762.06 € ","  1,597,072.12 € ","2022","11"
"C7729","Africa","South Sudan","Doméstico","Online","Alta","12/25/2020","3282","  668.27 € ","  502.54 € ","  2,193,262.14 € ","  1,649,336.28 € ","2020","12"
"C2026","europa","Latvia","Verduras","Online","Media","3/13/2020","8719","  154.06 € ","  90.93 € ","  1,343,249.14 € ","  792,818.67 € ","2020","3"
"C8512","Centroamérica y Caribe","Saint Lucia","Frutas","Offline","Baja","4/12/2020","3869","  9.33 € ","  6.92 € ","  36,097.77 € ","  26,773.48 € ","2020","4"
"C2830","Africa","Mali","Verduras","Offline","Crítica","6/5/2021","5143","  154.06 € ","  90.93 € ","  792,330.58 € ","  467,652.99 € ","2021","6"
"C6323","europa","Portugal","Bebida","Offline","Media","10/23/2022","5983","  47.45 € ","  31.79 € ","  283,893.35 € ","  190,199.57 € ","2022","10"
"C9539","Asia","Malaysia","Snacks","Online","Crítica","2/20/2021","1863","  152.58 € ","  97.44 € ","  284,256.54 € ","  181,530.72 € ","2021","2"
"C3728","europa","Spain","Cosméticos","Online","Baja","9/4/2020","5287","  437.20 € ","  263.33 € ","  2,311,476.40 € ","  1,392,225.71 € ","2020","9"
"C3344","europa","Slovenia","Ropa","Offline","Media","5/15/2020","793","  109.28 € ","  35.84 € ","  86,659.04 € ","  28,421.12 € ","2020","5"
"C5544","Africa","Jordan","Verduras","Offline","Media","12/29/2020","9946","  154.06 € ","  90.93 € ","  1,532,280.76 € ","  904,389.78 € ","2020","12"
"C3687","Centroamérica y Caribe","Honduras","Doméstico","Online","Media","11/15/2020","6347","  668.27 € ","  502.54 € ","  4,241,509.69 € ","  3,189,621.38 € ","2020","11"
"C9836","Africa","Lebanon","Material de oficina","Online","Baja","2/28/2020","624","  651.21 € ","  524.96 € ","  406,355.04 € ","  327,575.04 € ","2020","2"
"C5258","Africa","Tunisia ","Cereales","Online","Media","4/6/2022","5439","  205.70 € ","  117.11 € ","  1,118,802.30 € ","  636,961.29 € ","2022","4"
"C7922","europa","Romania","Frutas","Offline","Alta","12/28/2020","484","  9.33 € ","  6.92 € ","  4,515.72 € ","  3,349.28 € ","2020","12"
"C5000","europa","Netherlands","Cereales","Offline","Alta","12/30/2021","7483","  205.70 € ","  117.11 € ","  1,539,253.10 € ","  876,334.13 € ","2021","12"
"C2367","Africa","Azerbaijan","Frutas","Online","Baja","4/25/2021","5191","  9.33 € ","  6.92 € ","  48,432.03 € ","  35,921.72 € ","2021","4"
"C2103","europa","Slovenia","Doméstico","Online","Media","2/11/2021","4394","  668.27 € ","  502.54 € ","  2,936,378.38 € ","  2,208,160.76 € ","2021","2"
"C6989","Africa","Chad","Ropa","Online","Crítica","7/12/2022","2909","  109.28 € ","  35.84 € ","  317,895.52 € ","  104,258.56 € ","2022","7"
"C7009","Australia y Oceanía","Nauru","Verduras","Online","Media","5/17/2021","585","  154.06 € ","  90.93 € ","  90,125.10 € ","  53,194.05 € ","2021","5"
"C1853","Africa","Kenya","Ropa","Offline","Baja","1/8/2021","4302","  109.28 € ","  35.84 € ","  470,122.56 € ","  154,183.68 € ","2021","1"
"C5410","Centroamérica y Caribe","Jamaica","Cuidado personal","Online","Alta","5/20/2022","2971","  81.73 € ","  56.67 € ","  242,819.83 € ","  168,366.57 € ","2022","5"
"C5275","europa","Bosnia and Herzegovina","Alimento infantil","Offline","Baja","6/25/2022","2534","  255.28 € ","  159.42 € ","  646,879.52 € ","  403,970.28 € ","2022","6"
"C3246","Centroamérica y Caribe","Antigua and Barbuda ","Cuidado personal","Offline","Crítica","8/9/2021","965","  81.73 € ","  56.67 € ","  78,869.45 € ","  54,686.55 € ","2021","8"
"C1823","europa","Romania","Cosméticos","Online","Media","11/13/2021","3269","  437.20 € ","  263.33 € ","  1,429,206.80 € ","  860,825.77 € ","2021","11"
"C8710","Asia","Kazakhstan","Frutas","Offline","Crítica","1/29/2020","6482","  9.33 € ","  6.92 € ","  60,477.06 € ","  44,855.44 € ","2020","1"
"C5313","Africa","Burkina Faso","Material de oficina","Offline","Alta","7/31/2020","4671","  651.21 € ","  524.96 € ","  3,041,801.91 € ","  2,452,088.16 € ","2020","7"
"C5243","Centroamérica y Caribe","Saint Lucia","Cereales","Offline","Baja","6/1/2022","3935","  205.70 € ","  117.11 € ","  809,429.50 € ","  460,827.85 € ","2022","6"
"C4811","Centroamérica y Caribe","Jamaica","Snacks","Offline","Alta","9/23/2020","7404","  152.58 € ","  97.44 € ","  1,129,702.32 € ","  721,445.76 € ","2020","9"
"C5535","Africa","Bahrain","Doméstico","Online","Media","7/5/2022","239","  668.27 € ","  502.54 € ","  159,716.53 € ","  120,107.06 € ","2022","7"
"C9634","Africa","Pakistan","Cereales","Offline","Crítica","4/11/2022","4633","  205.70 € ","  117.11 € ","  953,008.10 € ","  542,570.63 € ","2022","4"
"C6529","Centroamérica y Caribe","Saint Lucia","Cereales","Online","Baja","9/5/2020","4808","  205.70 € ","  117.11 € ","  989,005.60 € ","  563,064.88 € ","2020","9"
"C4347","Africa","Angola","Snacks","Online","Crítica","3/11/2020","2021","  152.58 € ","  97.44 € ","  308,364.18 € ","  196,926.24 € ","2020","3"
